26998,col,,-23.513889,71.827499,western Sydkronen,,"area VIII, Jameson Land",4,Alaunian,,215.56,212,Jenkins et al.,1994,7466,GL,,,stated in text,seconds,local area,"includes western side of Sydkronen and nearby parts of ""area VIII"" (not distinguished in text), Jameson Land, Greenland",gp_mid,7.04,44.84,102,GL,,Fleming Fjord,,Ørsted Dal,group of beds,,,,,,,,from the informal Bjergkronerne Beds; middle Norian,coarse-grained siliciclastic unit,"""siliciclastic""",,,,Y,,,,,,alluvial fan,,,macrofossils,,,,,,,,body,variable,,,,,,,,occasional,,,,paleoecologic,"selective quarrying,mechanical,field collection",,,,,,1992,,
27006,col,,-22.678612,71.478615,"western slope, Tait Bjerg (Carlsberg Fjord beds)",,"area VI, Jameson Land",7,Alaunian,,215.56,212,Jenkins et al.,1994,7466,GL,,,stated in text,seconds,small collection,"area VI, Jameson Land, Greenland",gp_mid,7.61,44.66,102,GL,,Fleming Fjord,,Ørsted Dal,group of beds,,,,,,,,fossils from 50 m above base of Carlsberg Fjord Beds (informal name); middle Norian,"member composed of ""cyclic, bedded claystones or silty claystones and thin sandstones. This unit is also characterized by a well-developed composite cyclicity...The dominant facies in the cycles is red or violet claystone, or silty claystone with horizontal lamination. Commonly violet claystones are overlain by more silty, redbrown claystones. These claystones contain sandstone laminae, thin paleosols, and some infraformational conglomerates with bone fragments...The sandstones...are characterized by small-scale, wave-formed or current-formed cross-lamination and more rarely large-scale, current-formed cross-lamination. Upper bedding planes frequently contain dessication features, wave ripple marks, and dinosaur tracks.""",claystone,"planar lamination,red,blue",,"silty,conglomeratic",Y,sandstone,"desiccation cracks,current ripples,wave ripples,""cross stratification""",,,,lacustrine indet.,,"""lacustrine clastics""",macrofossils,,,,,,,,"body,trace",variable,,,,,,,,occasional,,,,paleoecologic,"selective quarrying,mechanical,field collection",,"some genera,species names",,,,1991,,
27007,col,,-22.678612,71.478615,"western slope, Tait Bjerg (Tait Bjerg beds)",,"area VI, Jameson Land",5,Rhaetian,,208.5,201.3,Jenkins et al.,1994,7466,GL,,,stated in text,seconds,small collection,"area VI, Jameson Land, Greenland",gp_mid,3.92,48.09,102,GL,,Fleming Fjord,,Ørsted Dal,group of beds,,,,,,,,informally called the Tait Bjerg Beds,"dolomitic limestone; Tait Bjerg beds are ""mixed clastics and carbonates"", and ""composed of cyclically bedded, dark, clastic mudstones and lightgrey or yellowish, impure limestones or dolomitic limestones and clastic sandstones.""","""limestone""","dolomitic,gray,yellow",,,Y,mudstone,intraclastic,,,,lacustrine indet.,,,macrofossils,,,,,,,,body,medium,,,,,,,,,,,"described as a ""microvertebrate assemblage""",paleoecologic,"mechanical,field collection",,"some genera,species names",,,,1991,,
27008,col,,-22.552778,71.414719,"Wood Bjerg tracksite, eastern shoulder",,"area V, Jameson Land",3,Alaunian,,215.56,212,Jenkins et al.,1994,7466,GL,,,stated in text,seconds,,"eastern shoulder of Wood Bjerg, area V, Jameson Land, Greenland",gp_mid,7.7,44.63,102,GL,,Fleming Fjord,,Østed Dal,group of beds,,,,,,,,fossils at several levels within member; informally called the Carlsberg Fjord Beds and the Tait Bjerg Beds; middle Norian,"Carlsberg Fjord Beds: ""cyclic, bedded claystones or silty claystones and thin sandstones. This unit is also characterized by a well-developed composite cyclicity...The dominant facies in the cycles is red or violet claystone, or silty claystone with horizontal lamination. Commonly violet claystones are overlain by more silty, redbrown claystones. These claystones contain sandstone laminae, thin paleosols, and some infraformational conglomerates with bone fragments...The sandstones...are characterized by small-scale, wave-formed or current-formed cross-lamination and more rarely large-scale, current-formed cross-lamination. Upper bedding planes frequently contain dessication features, wave ripple marks, and dinosaur tracks.""\r\nTait Bjerg Beds: ""The beds are composed of cyclically bedded, dark, clastic mudstones and lightgrey or yellowish, impure limestones or dolomitic limestones and clastic sandstones.""",claystone,"planar lamination,red,blue",,"silty,conglomeratic",Y,"""limestone""","dolomitic,gray,yellow",,,,lacustrine indet.,,,macrofossils,,,footprints,,,,,"mold/impression,trace",,autochthonous,snapshot,,,life position,,,,,,,paleoecologic,"surface (in situ),field collection,observed (not collected)",,,,,,,,
27012,col,,-3.373889,51.459999,"Pant-y-ffynnon Quarry, Bonvilston",,"Pant-y-ffynon, Cowbridge islands, ST 046 743",9,Rhaetian,,208.5,201.3,Kermack,1953,52292,UK,Wales,Swansea,stated in text,seconds,outcrop,"Pant-y-ffynnon Quarry, near Bonvilston, South Glamorgan, Wales; also called Pant-y-ffynon, Cowbridge Island, ST 046 743; 3 mi E of Cowbridge",gp_mid,8.41,33.98,315,UK,,,,,bed,,,,,,,,Whiteside & Marshall (2008) argue that Pant-y-ffynnon and other Triassic fissure fills are Rhaetian in age,"stratified, yellow clay/marl cave/fissure-filling in a limestone","""limestone""",,,,,marl,yellow,,,Y,fissure fill,,,macrofossils,,,,,,,,body,good,parautochthonous,,,#NAME?,life position,,medium,occasional,,,,taxonomic,"bulk,surface (float),mechanical,field collection",BMNH,"some genera,species names",,,D. A. Kermack & P. L. Robinson,1952,,
28091,col,,4.616667,47.183334,Sainte-Sabine tracksite,,Coelurosaurichnus sabinensis type,1,Late Triassic,,237,201.3,Gand et al.,1976,7692,FR,Bourgogne-Franche-Comté,Côte-d'Or,based on nearby landmark,seconds,outcrop,"Sainte-Sabine quarry, northwestern border of Massif Central, Côte-d'Or, France. Auxois.",gp_mid,19.01,27.19,305,FR,,,,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,"mold/impression,trace",poor,autochthonous,snapshot,,,life position,,,,,,,taxonomic,"selective quarrying,surface (in situ),field collection,observed (not collected)",,,,,,,,
28614,col,,152.907898,-27.607546,Rylance No. 5 Opencut Colliery,,Dinmore tracksite,1,Carnian,,237,228,Thulborn,1998,7895,AU,Queensland,,based on nearby landmark,6,small collection,"footprints found in spoil-heaps on the northern edge of Rylance No. 5 Opencut Colliery, about 300 m S of a prominent clay-pit, near Dinmore, Queensland, Australia. Coordinates are for Dinmore.",gp_mid,121.12,-67.57,801,AU,,Blackstone,Ipswich Coal Measures,,group of beds,,,,,,,,"footprints are probably from near the Rob Roy seam at the base of the Blackstone Formation, or near the Striped Bacon seam 15-33 m higher in section. Blackstone Formation is within the coal-bearing Brassall Subgroup of the Ipswich Coal Measures.","""The footprints occur in extremely fragile pieces of siltstone and shale...Evidently the footprints were impressed in a firm and unyielding substrate, now represented by a paper-thin sheet of dark grey shale overlying finely laminated siltstone of paler blue-grey colour. The shale parting has an uneven surface, with extensive dessication cracks and irregular swellings, hollows and dimples.""",siltstone,gray,lithified,,Y,"""shale""","desiccation cracks,planar lamination,gray,blue",lithified,,Y,terrestrial indet.,intermontane basin,,macrofossils,,,,,,,,trace,poor,autochthonous,,,,life position,,,,,,,taxonomic,"salvage,surface (float),peel or thin section,field collection",,,,,,1983,,
31772,col,,5.8,43.183334,Vieux Beausset,,Vieux-Beausset,1,Rhaetian,,208.5,201.3,Corroy,1934,8547,FR,Provence-Alpes-Cote d'Azur Region,Var Departement,estimated from map,minutes,outcrop,"S of Beausset, near Toulon",gp_mid,,,coordinates not computable using this model,FR,,,,,group of beds,,,Bone-bed,,,,,,,conglomerate,,lithified,calcareous,Y,,,,,,marine indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
31773,col,,6.061389,43.25639,"Saint Laurent, near Cuers",,"St-Laurent, Saint-Laurent, Cuers",1,Rhaetian,,208.5,201.3,Corroy,1934,8547,FR,Provence-Alpes-Cote d'Azur Region,Var Departement,estimated from map,seconds,outcrop,"This site is located along the D43 road around 'Saint-Laurens', Var (83), France ",gp_mid,,,coordinates not computable using this model,FR,,,,,group of beds,,,,,,,,"""Rhaetian bone-bed""","""The section corresponds to a succession of Triassic bioclastic limestone beds containing numerous remains of chondrichthyans, teleosts, gastropods, crinoids and bivalves, in association with ferruginous ooliths and quartz. The bioclastic limestone is interbedded with numerous argillaceous beds (Fig. S1 in ESM), as in other contemporaneous localities in the region (Caron 1967)"" (Fischer et al. 2014)","""limestone""","quartzose,ooidal,shelly/skeletal",lithified,calcareous,Y,"""shale""",,,,Y,marine indet.,,,"macrofossils,mesofossils",,some,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,?Corroy,>1934,Discovered before Corroy 1934.,
31774,col,,6.033333,43.216667,Sollies-Toucas,,Sollies,2,Rhaetian,,208.5,201.3,Corroy,1934,8547,FR,Provence-Alpes-Cote d'Azur Region,Var Departement,estimated from map,minutes,local area,The collection was made both about 1km to the North and 1 km to South of the city Sollies-Toucas.,gp_mid,,,coordinates not computable using this model,FR,,,,,group of beds,,,Bone-Bed,,,,,Bone-bed,,conglomerate,,lithified,calcareous,Y,,,,,,marine indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
32300,col,,-109.256828,40.434498,Cub Creek tracksite,,chirothere,4,Late Triassic,,237,201.3,Lockley and Hunt,1995,61886,US,Utah,Uintah,based on nearby landmark,6,outcrop,"along Cub Creek, near DNM",gp_mid,-35.88,15.89,101,US,NPS,Nugget Sandstone,,,group of beds,,,,,,,,"2 beds separated by 10 cm, plus 3 additional beds","""fine- to medium-grained, moderately well-sorted sandstone with small-scale cross-beds""",sandstone,"wave ripples,""cross stratification"",fine,medium",,,Y,,,,,,fluvial indet.,,,macrofossils,none,,footprints,,,,,trace,poor,autochthonous,snapshot,,,life position,,,,,,,general faunal/floral,"surface (in situ),observed (not collected)",,,,,,,,
32325,col,,-68.096664,-29.860832,Quebrada del Viento,,,1,Norian,,228,208.5,Ezcurra and Apaldetti,2012,37144,AR,La Rioja,,stated in text,seconds,small collection,Quebrada del Viento,gp_mid,-22.79,-39.69,291,AR,,Los Colorados,Agua de la Peña,,bed,,,,,,,,late Norian-Rhaetian; upper levels of formation,,not reported,,,,,,,,,,wet floodplain,,upper part of formation consists of fluvial deposits with sand channels of moderate-high sinuosity and well-developed floodplains w/thick alluvial deposits representing episodic flows and high precipitation; humid to subhumid conditions,macrofossils,,some,,,,,,"body,concretion",good,parautochthonous,snapshot,,,,,,frequent,,,,general faunal/floral,field collection,,,,,,,,
32343,col,,-78.90583,35.874443,Dromicosuchus Quarry,,,7,Carnian,Norian,237,208.5,Sues et al.,1999,29892,US,North Carolina,Durham,stated in text,seconds,small collection,"""south-central region of the Durham sub-basin of the Deep River basin"". Coordinates from Sues et al. (2003); Sues et al. (1999) gave the coordinates as 35 52 09 N, 78 53 67 W. \n",gp_mid,-11.58,9.32,109,US,FED,,,,bed,,,,,,,,"Late Carnian or early Norian. \nAll fossils found together in one bed within the ""Lithofacies Association II"". ""Huber et al. (1993) regarded Lithofacies Association II as the stratigraphic equivalent of the lower Sanford Formation in the neighboring Sanford sub-basin. Based on the occurrence of the palaeonisciform fish Turseodus, Olsen et al. (1989) correlated Lithofacies Association II of the Deep River basin with the Lockatong Formation of the Newark basin and the 'upper member' of the Cow Branch Formation of the Dan River basin and thus regarded its age as late Carnian. Lucas et al. (1998) used the presence of the stagonolepidid Stegomus arcuatus (which they referred to Aetosaurus) to argue for an early to middle Norian age for what they termed the 'Neshanician land-vertebrate faunachron,' which includes the vertebrate assemblage from Lithofacies Association II...The biostratigraphic evidence cannot definitely resolve the question whether the tetrapod assemblage from Lithofacies Association II is late Carnian or early Norian in age.""","""red, bioturbated calcareous sandstone and sandy mudstone""",sandstone,"bioturbation,red",,calcareous,Y,mudstone,,,sandy,Y,fluvial indet.,rift,"""adjacent to a channel deposit""",macrofossils,,,,,"fractures,tooth marks",,,body,,autochthonous,snapshot,,#NAME?,,,,,,,all taxa except Dromicosuchus were found as gut contents within the poposaurid,taxonomic,"salvage,selective quarrying,mechanical,field collection",,,,,,,,
34132,col,,-68.066666,-29.85,Quebrada de los Jachaleros (Rioja),,Zupaysaurus type,2,Norian,,228,208.5,Arcucci and Coria,2003,8988,AR,La Rioja,,estimated from map,seconds,small collection,"Locality is given as ""Quebrada de los Jachaleros, 7 km W of R.N. 126, La Rioja province, Argentina"" by Ezcurra & Novas (2007) and Arcucci & Coria (2003). However, according to Arcucci et al. (2004) the locality is ""NW of La Esquina and SE of El Salto"" and is different to the classic ""Quebrada de los Jachaleros"" which is nearby, but in San Juan state. \r\nCoordinates are estimated based upon the map in Arcucci et al. (2004)",gp_mid,-22.76,-39.67,291,AR,,Los Colorados,Agua de la Peña,,bed,,,,,,,,"""upper levels"" of the formation; formation is considered to be latest Triassic in age","""The red beds of Los Colorados Formation are composed by successive thinning-upward cycles characterized by coarse- to medium-grained sandstones and ne-grained sandstones intercalated with siltstones, which progressively dominate to the upper part of the unit (Fig. 2). Coarse-grained sandstone beds are generally tabular in geometry, cross stratied (large-scale trough and tabular cross-bedding) and locally display horizontal lamination. Rounded pebbles and cobbles of chert, quartzite and metamorphic rocks commonly mantle set boundaries. Massive and horizontal laminated siltstones internger with rippled lamination ne-grained sandstones forms the uppermost portion of the cycles"" (Arcucci et al. 2004)\r\n","""siliciclastic""",red,,,,,,,,,fluvial-lacustrine indet.,,"""The sequence was interpreted as deposited by moderately sinuous uvial systems, which laterally internger with and grade into horizontally bedded ood-plain deposits. To the top of the sequence, thin-bedded sandstones and siltstones dominate and were deposited in ponds and as crevasse splays in overbank settings"" (Arcucci et al. 2004)\r\n",macrofossils,some,some,,,,,,body,good,,snapshot,,dispersed,,,,occasional,,none,,taxonomic,"selective quarrying,mechanical,field collection,survey of museum collection",,,,,,,,
34401,col,,20,78,Agardh Bay,,,1,Triassic,,252.17,201.3,Wiman,1928,9052,NO,Spitzberger,,based on nearby landmark,minutes,,Found east of Ivory Glacier,gp_mid,9.98,56.55,311,NO,,,,,,,,,,,,,,,ironstone,,,,,,,,,,marine indet.,,,macrofossils,,,,,,,,,,,,,,,,,,,,,taxonomic,,,,,,,,,
34403,col,,-3,50,Picket Rock Cove,,,1,Triassic,,252.17,201.3,Paton,1974,9050,UK,,,based on nearby landmark,degrees,,,gp_mid,14.86,27.49,305,UK,,Building Stones,,"""Lower Keuper"" Sandstone",,,,,,,,,"""Top of Building Stones Formation in Warwickshire. Ten feet below the top of the Otter Sandstone and the base of the Keuper Marl in Devon (pg. 282)"".",,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
34535,col,,10.883333,49.883331,"Bamberg, middle Franconia",,,2,Carnian,,237,228,Rehnelt,1959,9115,DE,Bayern,,based on nearby landmark,minutes,,"Fossils are found in Upper Franconia, near Bamberg, the source of the latitude and longitude. ",gp_mid,26.54,29.73,305,DE,,Benkersandstein,Keuper,,bed,,,,,,,,"Dates to the Teutonic Triassic; Benker sandstone, equivalent to the Ranfacies of the upper Gipskeupers in Upper Franconia. early Carnian age",,sandstone,,,,Y,,,,,,terrestrial indet.,,,macrofossils,none,none,footprints,,,,,trace,medium,autochthonous,snapshot,,,life position,,,,,,,taxonomic,"surface (in situ),field collection",,,,,,,Collection is two sets of fossil footprints,
34677,col,,-8.983333,31.116667,"Locality XI, level 3 (Argana Basin)",,"Imi N'Tanoute, Imin tanoute, Imin Tanout, Imi n'Tanout, Gisement XI",2,Carnian,Rhaetian,237,201.3,Dutuit,1967,13211,MA,Marrakech,,based on nearby landmark,seconds,outcrop,"extreme northern end of the Argana Basin (or corridor), in the western Atlas (""sont 161,8/456,9...carte I.G.N. au 1/100,000, Imi N'Tanoute). In the Irohelène valley - coordinates for Oued Irohalène.",gp_mid,0.12,16.44,707,MA,,,,,bed,,Argana Locality XI,3,bottom to top,,,,"This is the upper of 3 levels in deposit XI (J.-M. Dutuit, Mem. Mus nat. Hist. nat., 36C, 1976, 253 p.)",continental,not reported,,,,,,,,,,terrestrial indet.,,the faunal association of Level 3 suggests a more aquatic environment. Layer XI is presented in the form of a succession of three fossiliferous levels separated one from the other by a thickness of rock varying from 1 to 3 m. Area of fast spreading at the edge of a river or marsh. (translation: RLW),macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,some genera,,,,,"See J.-M. Dutuit, Mem. Mus nat. Hist. nat., 36C, 1976, 253 p. may give more information on the geology.",Dipnoan types listed as from localities X and XI.
34678,col,,-8.85,31.166668,"Locality XI, level 2 (Argana Basin)",,"Imi N'Tanoute, Imin tanoute, Imin Tanout, Imi n'Tanout, Gisement XI",4,Carnian,Rhaetian,237,201.3,Dutuit,1980,9179,MA,Marrakech,,based on nearby landmark,minutes,outcrop,"extreme northern end of the Argana Basin (or corridor), in the western Atlas (""sont 161,8/456,9...carte I.G.N. au 1/100,000, Imi N'Tanoute). Lat long is for Imin Tanout.",gp_mid,0.25,16.43,707,MA,,,,,,,Argana Locality XI,2,bottom to top,,,,"This is the middle of 3 levels in deposit XI (J.-M. Dutuit, Mem. Mus nat. Hist. nat., 36C, 1976, 253 p.)","""sandstones and red silty claystones""",sandstone,,,,,claystone,red,,silty,,terrestrial indet.,,Layer XI is presented in the form of a succession of three fossiliferous levels separated one from the other by a thickness of rock varying from 1 to 3 m. Area of fast spreading at the edge of a river or marsh. (translation: RLW),macrofossils,,,,,,,,body,poor,,,,,,,,,,,,taxonomic,field collection,,some genera,,,,,"See J.-M. Dutuit, Mem. Mus nat. Hist. nat., 36C, 1976, 253 p. may give more information on the geology.","The dicynodont is named Moghreberia N'Machouensis, but no specimen number is designated, therefore this is probably a nomen nudum. "
34680,col,,-8.983333,31.116667,"Locality XI, level 1 (Argana Basin)",,"Imi N'Tanoute, Imin tanoute, Imin Tanout, Imi n'Tanout, Gisement XI",1,Carnian,Rhaetian,237,201.3,Dutuit,1967,13211,MA,Marrakech,,based on nearby landmark,seconds,outcrop,"extreme northern end of the Argana Basin (or corridor), in the western Atlas (""sont 161,8/456,9...carte I.G.N. au 1/100,000, Imi N'Tanoute). In the Irohelène valley - coordinates for Oued Irohalène.",gp_mid,0.12,16.44,707,MA,,,,,bed,,Argana Locality XI,1,bottom to top,,,,"This is the lowest of 3 levels in deposit XI (J.-M. Dutuit, Mem. Mus nat. Hist. nat., 36C, 1976, 253 p.)",continental,not reported,,,,,,,,,,terrestrial indet.,,Layer XI is presented in the form of a succession of three fossiliferous levels separated one from the other by a thickness of rock varying from 1 to 3 m. Area of fast spreading at the edge of a river or marsh. (translation: RLW),macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,,,,,,,"author notes that the dicynodont from this layer is large and essentially the same as those in Deposit XI, layer 2.","Author names those specimens, Moghreberia N'Machouensis, but no specimen number is designated, therefore is probably a nomen nudum."
34701,col,,-8.983333,31.116667,"Locality XI, track level (Argana Basin)",,"Imi N'Tanoute, Imin tanoute, Imin Tanout, Imi n'Tanout, Gisement XI",2,Carnian,,237,228,Dutuit,1980,9179,MA,Marrakech,,based on nearby landmark,seconds,outcrop,"Extreme northern end of the Argana Basin (or corridor), in the western Atlas (""sont 161,8/456,9...carte I.G.N. au 1/100,000, Imi N'Tanoute). The tridactyl prints are 20 - 30 meters above levels 1-3 at this site. In the Irohelène valley - coordinates for Oued Irohalène.",gp_mid,3.2,17.02,707,MA,,Timezgadiouine,Argana,Irohalene,,,,,,Argana Basin,T5,,"The tridactyl prints are 20 - 30 meters ""higher in the series and at the same place"" [Deposit XI, Levels 1-3, also described in this paper]. ",continental,not reported,,,,,,,,,,terrestrial indet.,,river or marsh environment,macrofossils,,,,,,,,"mold/impression,trace",,,snapshot,,,,,,,,,,taxonomic,,,,,,,,"See J.-M. Dutuit, Mem. Mus nat. Hist. nat., 36C, 1976, 253 p. may give more information on the geology.",footprints only
34702,col,,-68,-30,2 km north of Agua de la Pena,,,1,Carnian,,237,228,Cox,1965,7540,AR,San Juan,,based on political unit,degrees,local area,"Approx. 100 m above the base of the formation; about 2 km north of Agua de la Pena, Ischigualasto Valley, Department of Valle Fertil, San Juan Province, Argentina. It is not clear over how wide an area the dicynodont material was collected. ",gp_mid,-26.52,-36.18,291,AR,,Ischigualasto,,Cancha de Bochas,group of beds,Scaphonyx-Exaeretodon-Herrerasaurus,,,,,,,"~100 m above the base of the formation according to Cox (1965). This would place the locality within the ""Scaphonyx-Exaeretodon-Herrerasaurus biozone"" of Martinez et al. (2011: Science 331: 206) which reportedly represents ""a narrow temporal interval from 231.5 to 229 Ma in the latter half of the Carnian stage"". \r\n5 specimens from ""about"" the same horizon (Cox 1965). ",,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,some,some,,,,,,body,,,,,,,,,,,,,taxonomic,field collection,MCZ,,,,,,MACN: Museo Argentino de Ciencias Naturales,
34759,col,,-75.266998,40.152,Blue Bell quarry,,phytosaur site,1,Late Triassic,,237,201.3,Colbert,1966,9270,US,Pennsylvania,Montgomery,based on nearby landmark,3,small collection,"Blue Bell, PA",gp_mid,-9.33,13.58,101,US,,,,,bed,,,,,,,,,,"""shale""",black,,,Y,,,,,,fluvial-lacustrine indet.,,,macrofossils,,,,,,,,body,poor,,snapshot,,,,,,occasional,,,,taxonomic,"bulk,mechanical,field collection",,,,,,1942,,
34779,col,,28.5833,-19.799999,Mitchell Spring Grange Farm,,,1,Late Triassic,,237,201.3,Raath,1972,9278,ZW,Matabeleland North,Nyamandhlovu,based on nearby landmark,2,small collection,"Spring Grange farm, Nyamandhlovu district, Bubi county, about 24 miles N of Bulawayo, Rhodesia (Zimbabwe).",gp_mid,15.33,-43.77,701,ZW,,Nyamandhlovu Sandstones,,,formation,,,,,,,,also called Pasipas Sandstones,"""pink, medium-grained sandstone which shows strong bedding. The grains are well rounded.""",sandstone,"""cross stratification"",medium,red",,,Y,,,,,,eolian indet.,,,macrofossils,,,,,,,,trace,medium,autochthonous,snapshot,,,life position,,,none,,,,taxonomic,"salvage,selective quarrying,surface (in situ),field collection",,,,,,1915,,
35079,col,,-77.327225,39.704445,Emmitsburg quarry (footprints),,,1,Norian,,228,208.5,Mitchell,1895,9359,US,Maryland,Frederick,based on nearby landmark,seconds,outcrop,a quarry about .25 mi north of Emmitsburg,gp_mid,-11.07,13.08,101,US,,Gettysburg,Chatham,,,,,,,,,,age and formation from geologic map of Maryland (1968). Reference gives age as Triassic-Jurassic and updated based on Carrano pers. commun.,"firm, fine-grained shaly sandstone of a dull greenish hue, and covered with sun cracks. The dip of the stratum is about 55 degrees north-west",sandstone,,,silty,Y,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,trace,,,,,,,,,,,,,taxonomic,field collection,,,,,,,,
35295,col,,27.616667,-30.566668,"Blikana Mountain, Transkei (zone A/4)",,BMNH-SAM,1,Norian,Rhaetian,228,201.3,Ellenberger,1970,28154,ZA,Eastern Cape,Herschel,stated in text,minutes,small collection,"1.6 km NE of Blikana trading store, Herschel district, Transkei (now Eastern Cape), South Africa",gp_mid,9.11,-52.22,701,ZA,,Elliot,Stormberg,Lower,bed,,,,,,,,lowermost part of lower Elliot Formation,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,good,,snapshot,,dispersed,,,,none,,none,,taxonomic,"selective quarrying,chemical,mechanical,acetic,field collection",,,,,C. E. Gow,1962,"""The specimen was prepared by immersion in 12% acetic acid after all exposed bone surfaces had been coated with perspex dissolved in chloroform""",
35708,col,,27.6,-30.433332,Telle River,,Tele,2,Norian,Rhaetian,228,201.3,Ellenberger,1970,28154,LS,Mohale's Hoek,,stated in text,minutes,outcrop,"near the Telle River, Lesotho; Palmietfontein map",gp_mid,9.19,-52.1,701,LS,,Elliot,Stormberg,Lower,group of beds,,,,,,,,lower Elliot Formation here = Euskelosaurus range zone,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,poor,,,,,,,,occasional,,none,,taxonomic,field collection,,,,,,,,
35967,col,,101.75,16.75,Nam Nao National Park,,,1,Norian,Rhaetian,228,201.3,Buffetaut et al.,1995,9661,TH,Phetchabun,,stated in text,minutes,small collection,"road cutting a few meters E of the E entrance of Nam Nao National Park, at km 22 along the Chum Phae-Lom Sak highway, Phetchabun province",gp_mid,111.48,20.64,615,TH,,Nam Phong,,,bed,,,,,,,,"Nam Phong Formation has been dated as late Norian–Rhaetian on the basis of palynomorphs (Racey et al. 1996. Journal of Petroleum Geology 19: 5–40), although new data based on subsurface observations and palynology suggests that the formation should be split into lower and upper parts, and that the upper part may be Jurassic in age, and possibly even Late Jurassic (Racey & Goodall 2009. Geol. Soc. Lond. Spec. Publ. 315: 69-83). At outcrop, only Norian-Rhaetian palynomorphs have yet beeen recovered, and so a Late Triassic age is retained for the vertebrate remains at present","""greyish-red to pale red siltstones and resistant beds of pale red to pale yellowish brown sandstone and conglomerate.""",siltstone,"gray,red",,,,sandstone,"brown,red,yellow",,,,fluvial-lacustrine indet.,,"""The succession is dominated by braided and meandering channels interbedded with lacustrine or floodplain sequences"" (Racey & Goodall 2009. Geol. Soc. Lond. Spec. Publ. 315: 69-83)",macrofossils,,,,,,,,body,medium,,,,,,,,frequent,,,,taxonomic,"selective quarrying,surface (in situ),field collection",,,,,,,,
36106,col,,6.332844,48.615555,Saint-Nicolas-de-Port,,"Rossières-aux-Salines, Rosieres-aux-Salines",52,Rhaetian,,208.5,201.3,Sigogneau-Russell,1983,9688,FR,Lorraine,Meuthe-et-Moselle,estimated from map,6,outcrop,"The quarry belongs to the city of Rossières/Rosieres-aux-Salines, but its name comes from the larger (and farther) city of Saint-Nicolas-de-Port. Located 10 km ESE of Nancy",gp_mid,16.68,34.23,305,FR,,Gres à Avicula contorta,,,bed,,,,,,,,Lower Rhaetian? Perhaps equivalent to Knollenmergel (Cuny & Ramboer 1991),"""brown sands, green clay and pebbles""",sandstone,"pebbly,brown,green",,argillaceous,Y,,,,,,fluvial-lacustrine indet.,,,"macrofossils,mesofossils",,,,,,,,body,medium,,,,concentrated,,,,,,,,general faunal/floral,"bulk,sieve,field collection",,some genera,,,,1851-present,,incomplete
36374,col,,13.0175,46.407501,Fusea,,,1,Carnian,,237,228,Stolfa,1975,9755,IT,Friuli-Venezia Giulia,Udine,based on nearby landmark,4,small collection,"Fusea, NW of Tolmezzo, Friuli-Venezia Giulia, Udine, Italy. Coordinates for Tolmezzo.",gp_mid,33.96,16.41,307,IT,,,,,bed,,,,,,,,"""Raiblian"", Carnian","""marly limestones""","""limestone""",,,argillaceous,Y,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,snapshot,,dispersed,,,,frequent,,,,taxonomic,"surface (in situ),mechanical,field collection",,,,,,1970s,,
36377,col,,9.717,45.682999,Endenna cave,,,9,Alaunian,,215.56,212,Pinna and Nosotti,1989,9757,IT,Lombardia,,based on nearby landmark,3,small collection,"Endenna cave, in the Bergamo Prealps, Bergamasco, Italy. Coordinates for Bergamo.",gp_mid,27.89,22.45,307,IT,,Zorzino Limestone,,,formation,,,,,,,,"material from a sequence of 3 levels, each bearing bones. Unclear which fossils are from which layers. Uppermost part of the Zorzino Limestones (Calcare di Zorzino) of latest Alaunian age (dated by palynomorphs)","heterotopic limestone, micritic, with bituminous facies, argillaceous layers, dolomitic layers, and neraster marls.","""limestone""",dolomitic,,"argillaceous,carbonaceous",Y,marl,,,,,shallow subtidal indet.,,"carbonate platform with quiet sedimentation, eventually probably stagnant, shallower, and anoxic at depth. Cyclic carbonate sedimentation evident, as well as supratidal erosion. Sequence from intertidal transgressive, to subtidal, to intertidal regressive phases.","macrofossils,mesofossils",some,some,partial skeletons,skeletons,,,,"body,adpression,soft parts",excellent,allochthonous,snapshot,conservation,,,common,,,,,,taxonomic,"selective quarrying,field collection",,,,,,1978-1985,"Nosotti 1986 reports a single Psephoderma alpinum tooth (ID no. V467) from ""Endenna (Zogno, Bergamo), Calcare di Zorzino, Norico superiore"" in the collections of the Museo Civico di Storia Naturale di Milano. ",
